inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,49.935028842544405,47.935028842544405,46.435028842544405,45.935028842544405,43.435028842544405,42.89949493661167,40.39949493661167,38.89949493661167,37.39949493661167,35.89949493661167,34.39949493661167,32.89949493661167,30.899494936611667,28.399494936611667,25.899494936611667,23.899494936611667,22.399494936611667,20.399494936611667,18.899494936611667,17.86396103067893,15.36396103067893,15.071067811865476,13.742640687119286,13.656854249492381,15.15685424949238,15.399494936611667,14.278174593052025,15.192388155425121,16.520815280171313,16.813708498984763,19.313708498984763,21.020815280171313,22.313708498984763,23.813708498984763,25.142135623730955,26.642135623730955,28.642135623730955,31.142135623730955,33.64213562373095,35.14213562373095,37.14213562373095,39.384776310850235,38.26345596729059,36.76345596729059,36.8492424049175,36.935028842544405,36.3492424049175,37.47056274847714,39.47056274847714,40.29898987322334,41.55634918610405,inf
inf,49.3492424049175,48.31370849898476,45.81370849898476,44.31370849898476,42.81370849898476,41.31370849898476,40.31370849898476,39.05634918610405,38.72792206135786,inf,inf,inf,inf,inf,inf,inf,21.813708498984763,20.313708498984763,19.278174593052025,16.778174593052025,15.242640687119286,13.242640687119286,12.242640687119286,12.32842712474619,13.65685424949238,14.36396103067893,13.278174593052025,13.692388155425121,14.692388155425121,16.19238815542512,18.19238815542512,20.19238815542512,22.69238815542512,23.72792206135786,25.22792206135786,27.72792206135786,30.177669529663692,32.17766952966369,34.67766952966369,35.7634559672906,36.55634918610404,37.55634918610404,39.55634918610404,37.3492424049175,35.3492424049175,34.935028842544405,35.3492424049175,36.64213562373096,37.47056274847715,39.97056274847715,39.55634918610405,inf
inf,50.435028842544405,48.435028842544405,46.435028842544405,45.435028842544405,43.435028842544405,43.14213562373095,41.935028842544405,38.935028842544405,36.935028842544405,35.935028842544405,34.935028842544405,33.435028842544405,31.435028842544405,28.935028842544405,25.935028842544405,23.935028842544405,22.656854249492383,20.656854249492383,19.156854249492383,16.656854249492383,14.656854249492381,14.36396103067893,12.65685424949238,10.82842712474619,11.949747468305834,12.36396103067893,12.278174593052025,14.278174593052025,14.692388155425117,16.692388155425117,inf,inf,inf,inf,inf,inf,inf,inf,35.71320343559643,37.2634559672906,38.55634918610404,37.970562748477136,39.470562748477136,38.17766952966369,35.935028842544405,33.935028842544405,34.02081528017131,34.64213562373096,36.64213562373096,38.14213562373096,39.64213562373096,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,9.82842712474619,10.742640687119286,10.86396103067893,12.035533905932738,12.571067811865476,14.071067811865476,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,32.14213562373095,32.52081528017131,34.02081528017131,35.72792206135786,38.22792206135786,39.52081528017131,inf
inf,31.69238815542512,30.69238815542512,29.69238815542512,28.69238815542512,27.69238815542512,26.69238815542512,25.69238815542512,25.606601717798217,24.778174593052025,22.692388155425117,20.192388155425117,18.192388155425117,18.071067811865476,17.156854249492383,15.156854249492381,13.156854249492381,11.656854249492381,11.742640687119286,12.36396103067893,11.899494936611667,9.899494936611667,8.778174593052023,8.65685424949238,8.32842712474619,8.742640687119286,9.414213562373096,9.035533905932738,inf,inf,inf,inf,inf,inf,inf,inf,15.778174593052025,15.692388155425121,17.69238815542512,19.69238815542512,21.19238815542512,23.69238815542512,25.692388155425117,24.278174593052025,25.399494936611667,27.899494936611667,30.399494936611667,31.899494936611667,32.89949493661167,34.89949493661167,37.39949493661167,38.89949493661167,inf
inf,33.52081528017131,31.606601717798217,30.106601717798217,29.813708498984763,29.278174593052025,26.778174593052025,25.278174593052025,24.278174593052025,22.778174593052025,22.656854249492383,20.071067811865476,17.571067811865476,16.071067811865476,16.156854249492383,15.69238815542512,13.19238815542512,11.36396103067893,10.242640687119286,11.36396103067893,11.692388155425117,9.485281374238571,7.778174593052023,6.656854249492381,6.82842712474619,6.742640687119286,6.414213562373095,6.035533905932738,6.363961030678928,6.82842712474619,7.242640687119285,8.742640687119284,11.242640687119284,14.242640687119284,14.949747468305834,13.86396103067893,14.278174593052025,15.778174593052025,18.278174593052025,21.278174593052025,22.520815280171313,22.571067811865476,23.192388155425117,23.278174593052025,24.778174593052025,27.278174593052025,30.278174593052025,32.77817459305203,34.02081528017131,35.02081528017131,37.52081528017131,39.52081528017131,inf
inf,inf,inf,inf,30.69238815542512,28.19238815542512,26.69238815542512,26.399494936611667,24.656854249492383,22.156854249492383,20.656854249492383,19.156854249492383,17.156854249492383,15.656854249492381,14.656854249492381,14.86396103067893,12.36396103067893,10.36396103067893,9.242640687119286,10.15685424949238,9.82842712474619,8.15685424949238,6.656854249492381,5.656854249492381,5.32842712474619,4.242640687119286,3.414213562373095,3.5355339059327378,5.535533905932738,5.82842712474619,6.82842712474619,8.32842712474619,10.82842712474619,12.863961030678928,12.949747468305834,12.86396103067893,13.86396103067893,15.36396103067893,17.86396103067893,20.48528137423857,20.949747468305834,21.071067811865476,21.86396103067893,23.36396103067893,25.86396103067893,inf,inf,inf,inf,inf,inf,inf,inf
inf,36.81370849898477,34.81370849898477,32.81370849898477,30.813708498984763,28.813708498984763,27.606601717798213,26.571067811865476,24.571067811865476,22.571067811865476,21.071067811865476,19.071067811865476,16.571067811865476,15.071067811865477,14.742640687119286,13.242640687119286,11.742640687119286,9.742640687119286,8.242640687119286,8.65685424949238,7.32842712474619,8.65685424949238,6.82842712474619,5.32842712474619,2.8284271247461903,2.0,1.4142135623730951,2.914213562373095,4.414213562373095,6.414213562373095,7.949747468305833,8.242640687119286,9.32842712474619,10.65685424949238,11.449747468305834,12.949747468305834,14.278174593052025,16.278174593052025,16.949747468305834,18.656854249492383,18.949747468305834,20.449747468305834,22.449747468305834,23.278174593052025,24.778174593052025,26.778174593052025,27.813708498984763,29.520815280171313,29.106601717798217,31.106601717798217,31.106601717798217,32.60660171779821,inf
inf,37.48528137423857,34.98528137423857,32.98528137423857,30.98528137423857,28.98528137423857,26.98528137423857,25.48528137423857,24.48528137423857,23.899494936611667,22.19238815542512,19.69238815542512,17.19238815542512,15.656854249492381,13.656854249492381,12.656854249492381,11.82842712474619,10.32842712474619,8.32842712474619,6.82842712474619,5.82842712474619,6.242640687119286,5.242640687119286,4.242640687119286,2.0,0,2.0,4.242640687119286,5.242640687119286,6.242640687119286,7.242640687119286,8.242640687119286,7.82842712474619,9.32842712474619,11.82842712474619,12.535533905932738,15.035533905932738,14.828427124746192,15.828427124746192,16.82842712474619,18.32842712474619,20.32842712474619,22.32842712474619,23.82842712474619,24.69238815542512,25.69238815542512,26.69238815542512,27.69238815542512,28.69238815542512,29.69238815542512,30.69238815542512,31.69238815542512,inf
